WALT,NA,uh Lord uh the great victories that you have brought about That have changed the world H We love you Father thank you for liking us Being our friend our support our courage and our life X It's in X the name of Jesus your Son our brother we pray Amen
MANY,NA,Amen
WALT,NA,H Mark chapter five I'm gonna start over there TSK H Hey have you ever been afraid of anything
AUD,NA,COUGH COUGH
MANY,NA,MURMUR_AGREEMENT
AUD,NA,
WALT,NA,You know I remember some things I was afraid of
AUD ,NA,OUGH COUGH
AUD,NA,COUGH
WALT,NA,All of us have been afraid of something haven't we
MANY,NA,MURMUR_AGREEMENT
WALT,NA,Or somebody
MANY,NA,Yeah
AUD,NA,
WALT,NA,You know I remember uh when I was a kid H And uh maybe Paul'll remember this But H we uh we had this one we lived in a a small cottage in back of a three-tenement house H on uh Prospect Street in Lynne number twenty-eight You remember that Paul H And uh
AUD ,NA,
AUD,NA,COUGH
WALT,NA,H it was
AUD,NA,@
WAL,NA, it was kind of a small house upstairs
WALT,NA,it had uh one large bedroom H actually two large bedrooms which my mom and dad slept in H and the other bedroom H uh it was all us five boys in that one bedroom
AUD,NA,
WALT,NA,H with two beds
AUD ,NA,@@@
AUD,NA,Whoa
WALT,NA,You know And my sister
AUD ,NA,HROAT
AUD,NA,COUGH
WALT,NA,H had her own room cause she's the only girl
AUD,NA,X
WALT,NA,H But it was a little smaller
AUD,NA,@@
WAL,NA, H So we had uh TSK H we had this one big bedroom
WALT,NA,and there was two beds in the room so that meant H three of us slept in one bed H and two of us slept in the other bed H And uh H I remember those days I remember those days h H being with those guys trying to get the covers and many days I woke up with no covers you know what I mean
AUD,NA,
WALT,NA,H And one of my brothers wet the bed so I mean it was like
MANY,NA,LAUGHTER
AUD,NA,Ugh
WALT,NA,ugh H One of those days you woke up cold and a little damp You know
MANY,NA,LAUGHTER
AUD,NA,@Oh
MANY,NA,MURMUR
WALT,NA,That's kind of gross isn't it
AUD,NA,
WALT,NA,Well that's how I grew up But in this bedroom
MANY,NA,MURMUR
WALT,NA,H um Maybe that's why I turned out this way I don't know Just kind of crazy
MANY,NA,LAUGHTER
WALT,NA,You know From a young age I guess
AUD,NA,COUGH
WALT,NA,But in that in that uh bedroom H was a closet
AUD,NA,Yep
WALT,NA,Well Paul's saying VOX oh yeah I remember that closet You know VOX
AUD,NA,
WALT,NA,H And this closet was there And it was this H VOX incredible closet VOX H And uh
AUD,NA,COUGH
WALT,NA,H Every night before I went to bed I wanted to make sure that closet door was closed
AUD,NA,Oh yeah
MANY,NA,LAUGHTER
WALT,NA,H Cause I knew if that closet door was open
AUD,NA,COUGH COUGH
WALT,NA,H I wasn't gonna sleep
AUD ,NA,
AUD,NA,
WALT,NA,Cause inside that closet
AUD,NA,
WALT,NA,there was a nasty old boogyman
MANY,NA,LAUGHTER
WALT,NA,Right Paul
AUD,NA,XXXXX
WALT,NA,H And I was afraid of that boogyman
AUD ,NA,
AUD,NA,
WALT,NA,You know during the day I'd go in there and look around and see if I could find him H And I'd be amidst the shoes and all the junk and stuff in there H and he wasn't there but at night VOX that's where his home was
AUD,NA,
WALT,NA,H And I was scared of that VOX
AUD ,NA,eah
AUD,NA,@@
WALT,NA,Were you afraid of him Paul as well I don't know
AUD,NA,
WALT,NA,Were you afraid of that closet
AUD,NA,X
WALT,NA,Yeah he was too
MANY,NA,LAUGHTER_CHEERS_APPLAUSE
WALT,NA,so I'd never asked him that before so
MANY,NA,LAUGHTER
WALT,NA,I'll have to ask my other brothers as well You know I remember some other things I was afraid of I remember at times uh we grew up in a navyh neighborhood that was multi-racial And uh
AUD,NA,COUGH
WALT,NA,H Some of us didn't get along H And it was always interesting that when you H got into trouble you ended up dealing with a number of kids besides just one H So I know X of X several times I had an uh a kid that was after me H and uh he would bring all his friends and there'd be about ten kids waiting for me H After school
AUD,NA,COUGH
WALT,NA,Cause I went to a different school than they went to and they got out earlier than we did
AUD ,NA,h-oh
AUD,NA,THROAT
WALT,NA,H So it's kinda like VOX uh-oh
AUD,NA,M
WALT,NA,There they are what am I gonna do VOX H And they can't come in the schoolyard You know H Cause the adults'll put em out H But they're out there waiting saying VOX we're gonna get you Walt we're gonna get you
AUD,NA,
WALT,NA,you know H We're after you VOX and H and uh H and what I would do is go all the way around
MANY,NA,LAUGHTER
WALT,NA,VOX Jumping fences going through yards you know H ducking down behind cars VOX
MANY,NA,LAUGHTER
WALT,NA,H so those guys couldn't get me H cause I was afraid I knew what was gonna happen H Those guys were gonna beat the tar out of me
MANY,NA,MURMUR_AGREEMENT
WALT,NA,It's a good reason to be afraid Isn't it
MANY,NA,LAUGHTER_AND_AGREEMENT
WALT,NA,I think so
AUD,NA,Smart
WALT,NA,Throwing rocks at you and things like that H But anyway there was a time that eventually H eventually H I couldn't run eventually I had to deal with my fear and confront
AUD,NA,Yep
WALT,NA,those people I still did get the daylights beat out of me And uh H But I confronted my fear H You know I wanna talk a little bit about fear today
AUD,NA,X
WALT,NA,TSK Uh H cause I believe it's something that keeps us from doing everything we can do as human beings the potential that God has given us and I believe it also really keeps us from
AUD,NA,SNEEZE
WALT,NA,a strong spiritual walk with God
MANY,NA,MURMUR_AGREEMENT
AUD,NA,SNEEZE
WALT,NA,H Let's open to Mark chapter uh five H verse thirty-five READ That day when evening came he said to his disciples H Let us go over to the other side H Leaving the crowds behind H they took him along just as he was In the boat H There were also other boats with him H A furious squall came up and the waves broke over the boat H so that it was nearly swamped H Jesus was in the stern H Sleeping on a cushion READ VOX Hey Man VOX READ The disciples woke him and said to him H Q teacher Don't you care if we drown Q H He got up rebuked the wind and said to the waves Quiet Be still H Then the wind died down and it was completely calm H He said to his disciples H Why are you so afraid H Do you still have no faith
AUD,NA,COUGH READ H They were terrified H and asked each other Q Who is this Q H Even the wind and the waves obey him READ Let's go on H Well READ they went across the lake to the region H of Geras uh Gerasenes H when Jesus got out of the boat a man with an evil spirit came from the tombs to meet him READ I don't think he walked up and shook his hand we're gonna see that in a second
WALT,NA,H READ This man lived in the tombs and no one could bind him anymore H not even with a chain
AUD,NA,COUGH
WALT,NA,H For he had often been chained H hand and foot H But he tore the chains apart and broke the irons on his feet H No one was strong enough to subdue him H Night and day among the tombs and in the hills H he would cry out and cut himself H with stones When he saw Jesus from a distance H He ran and fell on his knees in front of him H He shouted at the top of his voice H F What do you want with me Jesus F H Son of the Most High God H F Swear to God that you won't torture me F H for Jesus had said to him H Q Come out of this man H you evil spirit Q Then Jesus asked him H What is your name H Q My name is legion Q H he replied H Q for we are many Q H And he begged Jesus again and again H not to send them out into the area H A large herd of pigs was feeding on the nearby hillside H The demons begged Jesus H Q send us among the pigs allow us to go into them Q He gave them permission and the evil spirits H came out and went into the pigs aa H The herd about two thousand in number H rushed down the steep bank into the lake and were drowned Those tending the pigs ran off H and reported this in the town H and countryside H And the people went out to see what had happened H When they came to Jesus H They saw the man who had been possessed by the legion of demons H Sitting there H dressed in his right mind And they were afraid TSK Those who had seen it told the people what had happened H T what had happened to the demon-possessed man H and he told about the pigs as well H Then the people MRC began to plead with Jesus MRC H to leave their region READ P and I'm gonna stop right there P H You know as we look at this we see that H the disciples H were afraid H They were terrified Of what had happened in the boat You know what it's like to be terrified Have you ever been terrified
AUD,NA,COUGH
MANY,NA,MURMUR_AGREEMENT
WALT,NA,I mean X that's X a pretty scary thing Isn't it
MANY,NA,MURMUR_AGREEMENT
WALT,NA,Being terrified is a very very scary word H especially if you've experienced it H Maybe you were in a car wreck one time I was in a car wreck coming back from Indianapolis one time H we were going sixty miles an hour H and we're going down the freeway and all of a sudden this woman pulls out of the ramp H trailor truck hits his brakes H he s he's he's behind us H I thought he's coming through us H another person smashes us we're spinning around the highway H glass is flying everywhere H and I'm saying Lord take me quickly I was scared to death I was terrified H We ended up in the middle of the median h and H I had to crawl out through a window to get out of the car I was terrified H I know that feeling H That's what the disciples were feeling at that time H they were terrified H They didn't understand H What was going on H And then we see the demon-possessed man H He was um H really think about how possessed he really was He was strong enough H to break irons
AUD,NA,Yep
WALT,NA,on his wrists and to free himself from the shackles H that were on his feet H And he cried out in the evening H and cut himself H with stones H I mean he was a pretty wild guy wasn't he
AUD,NA,Yep
MANY,NA,MURMUR
WALT,NA,But Jesus took good care of him H He gave him back his sanity
AUD,NA,Amen
WALT,NA,He gave him back his mind
AUD,NA,Yep
WAL,NA, H And the people came out to see what had happened H cause they heard about the pigs
WALT,NA,H And they came out it says H they were afraid too They were afraid H Just like the disciples were afraid They were afraid and they asked Jesus to leave the region H You know it's amazing but TSK that fear because they didn't understand H And they wanted to control the situation H You know fear is o crippling
AUD,NA,XX
WALT,NA,I mean it just knocks on our door every single day H Every single day we get up H it knocks on our door
AUD,NA,Amen
WALT,NA,We all have different fears H it kind of H pulls us in X it X entraps us H It keeps us H from moving H We become immobile And that truly is H what was happening H to the people H Their response was Q no thi this is incredible H This is the son of God H Look at the great miracle that he's performed H He's given this man peace H He's given this man sanity H He's given this man life again H And we're grateful to you Jesus H We're happy Jesus H We're excited about what you're doing here H SHOUT please stay with us H forever H we'll feed you we'll take care of you H We'll become your friends We'll sit at your feet H We'll pray with you we'll learn from you SHOUT>Q BUZZ wrong Q Jesus you just need to leave our region Q Cause they were afraid
AUD,NA,Mhm
WALT,NA,Because they MRC didn't understand MRC And they were no longer in control But Jesus was in control H They realized that what Jesus had done no other man could possibly do That there was something different about Jesus
AUD,NA,That's right
WALT,NA,H But their fear kept them from finding out exactly who Jesus was H Does your fear keep you from knowing H exactly who Jesus is H Does your fear keep you from a radical H relationship with God SNIFF H Does it keep you H from a personal H relationship with God
AUD,NA,COUGH COUGH
WALT,NA,H More than just going to church on Sunday H going to a mid-week service H or H even going to Bible talks Or group discussions Or one-on-one study H Does your fear keep you from that radical H personal H relationship with God
AUD,NA,XX
WALT,NA,Does your fear keep you from H deep personal relationships with one another
MANY,NA,MURMUR
WALT,NA,You know the world is an interesting place We all crave that Don't we as human beings a personal relationship we're looking for personal relationships H we're looking for friendship Aren't we
MANY,NA,MURMUR_AGREEMENT
WALT,NA,You know C uh Craig was uh uh Greg was PAR I always get those two mixed up Greg and Craig You look so much arike like yeah PAR
MANY,NA,LAUGHTER
WALT,NA,Greg was sharing something with me that last Sunday H when we were in the middle of the snow storm H he decided and the g and and the and the brothers in H that apartment they were gonna go out and knock on all the doors in their apartment invite people to come to the worship service cause no one could get out they were all snowed in H So he went around the building knocking on doors which f in itself is crazy Right
MANY,NA,MURMUR_LAUGHTER_THROAT
WALT,NA,Yeah it is It's crazy I mean you know How many times have you done that in your life m_it's crazy It's out of the out of the ordinary Maybe a little bit insane H But anyway they went around H knocking on doors inviting people to come down H he said it was amazing H I could hear people there H but they wouldn't come to the door
AUD,NA,THROAT
WALT,NA,H And then there were others he knocked on the people would come to the door they would talk H but they wouldn't open the door H Then there were others who opened the door just a little bit
AUD,NA,COUGH
WALT,NA,VOX Just t to see who was there you know VOX
MANY,NA,LAUGHTER
WALT,NA,Or you look out that peep hole VOX let me just see VOX the hole's about this big
AUD,NA,
WALT,NA,VOX and you stick your you know you're looking like this VOX
MANY,NA,LAUGHTER
WALT,NA,Right
AUD,NA,Oh Lord
WALT,NA,And then there were others who opened their door and went to the service H and it changed their lives
MANY,NA,Amen
WALT,NA,H But fear H keeps us from those personal relationships H with one another H We're so concerned about H what everybody else thinks
AUD,NA,Yep
WALT,NA,about us
AUD,NA,That's right
MANY,NA,MURMUR
WALT,NA,Doesn't that cripple you
MANY,NA,Yeah
WALT,NA,What's someone gonna think if they find out I'm a Christian TSK H What is someone gonna think when I tell em I'm a disciple That I don't do these things anymore Jeez what are they gonna think if I invite them to learn about Jesus And to study the Bible See we're so concerned we're afraid we're fearful H and that fear robs us H of that deep personal relationship with God H and that deep personal relationship with one another
AUD,NA,MURMUR_AMEN
WALT,NA,We all experience it It keeps us fear keeps us from changing our lives
MANY,NA,MURMUR
AUD,NA,Preach it Walter
WALT,NA,H Fear keeps us from changing the world
MANY,NA,MURMUR_AGREEMENT
WALT,NA,needed to overcome their fears In order that they might have that radical relationship with God H The disciples needed to overcome their fears H in order to have a deep personal relationship with one another H The disciples H needed to overcome their fears H in order to change their lives H The disciples needed to overcome their fears H in order to change the world
AUD,NA,That's right
WALT,NA,H And if we go back and we examine the Gospels
AUD,NA,Amen
WALT,NA,we see H very clearly H that all the time that Jesus spent with them H they were afraid H Peter was afraid H Thomas was afraid H They were many many times afraid H But they they understood H the only way they would overcome their fear would be H through Jesus Christ
AUD,NA,MURMUR_AGREEMENT
WALT,NA,And his example H Because the Lord had many challenging times H in his life H Where fair Where fear could be the dominant factor
AUD,NA,THROAT
WALT,NA,That could take away H his relationship with God
AUD,NA,X Amen X
WALT,NA,I mean think about it You know I was uh thinking about fear And I guess that what prompted me about this is cause I'm fearful person
AUD,NA,COUGH
WALT,NA,You say VOX oh well you're getting up here and speak in front of two or three hundred people and you know you've done this and you've done that and you've done this VOX and I'm like Well Yeah amen But I'm still a fearful person
MANY,NA,MURMUR
WALT,NA,But I really wanna overcome my fears
MANY,NA,MURMUR_AGREEMENT
WALT,NA,I wanna get
AUD,NA,amen
WALT,NA,deeper and deeper with the Lord I wanna get deeper and deeper with you H I wanna get d I wanna be able to change my life and I wanna be able to change the world
MANY,NA,MURMUR_AGREEMENT
WALT,NA,You know I've had the opportunity to r to to just really go back and read some things H outside of the Bible H uh on Martin Luther King Junior Cause the guy blows my mind He blows my here's a man who died for what he believed He died to see justice equality peace
WALT,NA,He died for that And I'm thinking He is willing to MRC drink that cup MRC H He was afraid many times H but he pushed through his fears In order H to succeed and have victory For himself and for the people that were around him The Black nation of America You know we need to learn number one if we are gonna overcome our fears H The first point is to face our fears H In order to overcome our fears H we must face H our fears
AUD ,NA,men
AUD,NA,That's right
WALT,NA,H I w
AUD,NA,Amen
WALT,NA,I had the opportunity as you know to spend a lot of time with my brother he's moved in with us TSK H and just to talk H And and as we were talking what came out is really H his fears H What he was afraid of In becoming a disciple In becoming H a Christian H And it brought me back to the time when I was studying the Bible H And I remember all of the fears that were in my life in c in in making a decision H to follow Christ H You know I can remember the fear of H they all wanna take my money
MANY,NA,LAUGHTER
WALT,NA,That was a fear for me That was real I worked hard for my money H I was concerned about this H MRC POUND cultic organization MRC trying to take my money POUND You know I'd look at the checkbook My wife would write a check for ten dollars I'd go crazy
MANY,NA,LAUGHTER
WALT,NA,Cause I was afraid They would take my money Right Paul Yeah Sure
MANY,NA,LAUGHTER
AUD,NA,
WALT,NA,I was afraid I was gonna lose my personality as you can see
MANY,NA,LAUGHTER
WALT,NA,I've not lost it
MANY,NA,LAUGHTER
AUD,NA,Amen @Amen
WALT,NA,It's been matured
MANY,NA,MURMUR
AUD,NA,Yeah thats yeah Amen
WALT,NA,I was afraid I was gonna lose my identity Well as you can see
AUD ,NA,
AUD,NA,XXX
WALT,NA,Still got one @@@
AUD,NA,@Amen
WALT,NA,Maybe it needs to change some but I still have it I was afraid that H F I'd be robbed of my individuality I'd be robbed of my independence and my free will F Well let me tell you I'm plenty independent
AUD ,NA,
AUD,NA,Uh-oh
WALT,NA,And I have f a free will to choose and pick what I want to do with my life
MANY,NA,MURMUR_AMEN
WALT,NA,But what I've chose is to overcome my fears and give my life to Jesus Christ
MANY,NA,Amen
WALT,NA,H But we must face our fears H Ask yourselves why are you afraid H Think about your own fears H Think about your own personal fears H inside your life H The deep ones Not the outside ones about money and stuff
WALT,NA,H But the deep deep truths in your heart H Cause each one of us have some things in our life H that we're very fearful about H Ask yourself H Why am I afraid
AUD,NA,COUGH
WALT,NA,See we need to ask ourselves that question every single day H We need to ask ourselves that question every single time H it comes up H Because in that way confronting our fears H It will give us H a measure of success It will give us a measure of power H It doesn't mean we've done it yet H but when we bring it up it will give us a measure of that power H It will give us a measure of success
AUD,NA,COUGH COUGH
WALT,NA,H Not the total victory H but a small measure to understand H where we're really at
AUD ,NA,eah
AUD,NA,Amen
WALT,NA,You know the thing about fears The more we attempt to ignore or repress them the more we multiply the conflict inside
AUD,NA,Wow
MANY,NA,MURMUR
AUD,NA,That's right
WAL,NA, Isn't that true CONGR MURMUR_AGREEMENT
WALT,NA,You know when you're afraid to deal with something and you're afraid and then all of a sudden it starts multiplying BBBB
MANY,NA,LAUGHTER
WALT,NA,And now you're really afraid Right
MANY,NA,MURMUR_AGREEMENT
WALT,NA,And now you don't want to say anything to any about anything Right
MANY,NA,LAUGHTER
WALT,NA,Cause it's started to multiply H And the longer that fear goes H the more it multiplies H till it gets to the point where it totally immobilizes you
AUD,NA,Right H Till you become H totally H unable to move
MANY,NA,MURMUR_AGREEMENT
WALT,NA,You become stymied
AUD,NA,Mm
WALT,NA,Still
AUD,NA,COUGH COUGH
WALT,NA,And we know as human beings just like nature if we're not growing we're dying
MANY,NA,MURMUR_AGREEMENT
WALT,NA,And that fear starts to eat away Hx at you H You know the great thing about bringing your fears up too H Is that when you bring your fears up TSK H what we find out many times is that they're more imaginary than they are real
AUD,NA,Yes
MANY,NA,MURMUR_AGREEMENT
WALT,NA,Isn't that true
MANY,NA,MURMUR_AGREEMENT
WALT,NA,It's like I need to talk to Windham about this It's like VOX oh I don't know if I wanna talk to Windham about this VOX H And then I start Then this fear start to multiply H BBBB
AUD ,NA,
AUD,NA,LAUGHTER
WALT,NA,You know what I mean
AUD,NA,@Yeah
WALT,NA,<SHOUT Then I don't wanna talk SHOUT> Right Then  then I go and talk VOX oh he's gonna say this and H he's gonna say that and H he's gonna be in my face and da-na-da-na-da-na-da-na VOX And I'm like and then I go and I talk to him I muster up PAR which is m our second point which is courage PAR
AUD,NA,Amen
MANY,NA,MURMUR
WALT,NA,I muster up the courage and I talk to Windham And you know what I'm like wow That isn't anything like I thought
MANY,NA,MURMUR
WALT,NA,Isn't that true
MANY,NA,MURMUR_AGREEMENT
WALT,NA,And I feel so much better I'm like I can't believe I did that What a dummy H VOX What a fool VOX X
WALT,NA,that I would think those things H See because a lot of times our fears really are imaginary H See H fear really involves the misuse of our imagination
AUD ,NA,eah that's right
AUD,NA,Mm
WALT,NA,You know when you're talking about being a disciple and you hear these incredibly H VOX hard sermons VOX And I do preach a few hard sermons
MANY,NA,Amen
WALT,NA,Today's not one of those real hard ones
AUD,NA,No
WALT,NA,I thought I'd give you a break
MANY,NA,LAUGHTER
AUD,NA,Thanks bro
WALT,NA,Maybe I needed a break
MANY,NA,LAUGHTER
WALT,NA,I've had a few this week H But really it's true I mean H we we and you hear these A incredibly hard sermons A H F<A<VOX well what do they mean about this H and what do they mean about that H Oh ho H ha oh ha VOX>A>F
MANY,NA,LAUGHTER
WALT,NA,I mean I do that I used to hear Kip preach in the opera house
AUD,NA,Woohoo
WALT,NA,H and I'd be like H F<VOX Oh H Who is this man Oh I can't believe he said that VOX>F
MANY,NA,LAUGHTER
WALT,NA,And I'd go there even before we even got there I'd be sharing we'd go we'd be with Laurie and I'd invite someone to come to church with me and they would come and I'd say H VOX Boy I hope he doesn't preach this and H I hope he doesn't preach that and
MANY,NA,LAUGHTER
WALT,NA,H I hope he doesn't say this and H I hope he doesn't say that VOX
MANY,NA,LAUGHTER
WALT,NA,You ever felt that way
MANY,NA,MURMUR_AGREEMENT
WALT,NA,See and we all of a sudden the fear starts BBBB
MANY,NA,LAUGHTER
WALT,NA,X you know what I mean X and it totally H our imagination runs wild
MANY,NA,MURMUR
WALT,NA,P See um fear is really the misuse of our imagination
MANY,NA,MURMUR
WALT,NA,to focus on the negative
AUD,NA,Wow
